WinnerName,WinnerAge,winner_Height,winner_Weight,winner_Reach,winner_Stance,winner_DOB,WinningDate,title_bout
Akira Corassani,30.0,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 27, 1982",2013-04-06,False
Reza Madadi,34.0,"5' 11""",155 lbs.,"72""",Orthodox,"Jun 20, 1978",2013-04-06,False
Tom Lawlor,29.0,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2013-04-06,False
Papy Abedi,34.0,"5' 11""",185 lbs.,"74""",Southpaw,"Jun 30, 1978",2013-04-06,False
Georges St-Pierre,31.0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",2013-03-16,True
Johny Hendricks,29.0,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",2013-03-16,False
Jake Ellenberger,27.0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2013-03-16,False
Chris Camozzi,26.0,"6' 2""",185 lbs.,"76""",Orthodox,"Nov 20, 1986",2013-03-16,False
Mike Ricci,26.0,"6' 0""",155 lbs.,"77""",Southpaw,"Mar 18, 1986",2013-03-16,False
Darren Elkins,28.0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",2013-03-16,False
John Makdessi,27.0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",2013-03-16,False
TJ Dillashaw,27.0,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 07, 1986",2013-03-16,False
George Roop,31.0,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",2013-03-16,False
Wanderlei Silva,36.0,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",2013-03-02,False
Mark Hunt,38.0,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974",2013-03-02,False
Diego Sanchez,31.0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2013-03-02,False
Yushin Okami,31.0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2013-03-02,False
Dong Hyun Kim,31.0,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2013-03-02,False
Brad Tavares,25.0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",2013-03-02,False
Takeya Mizugaki,29.0,"5' 7""",135 lbs.,"68""",Orthodox,"Dec 16, 1983",2013-03-02,False
Lyoto Machida,34.0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2013-02-23,False
Urijah Faber,33.0,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2013-02-23,False
Court McGee,28.0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",2013-02-23,False
Robbie Lawler,30.0,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",2013-02-23,False
Brendan Schaub,29.0,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2013-02-23,False
Michael Chiesa,25.0,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",2013-02-23,False
Dennis Bermudez,26.0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",2013-02-23,False
Kenny Robertson,29.0,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",2013-02-23,False
Renan Barao,26.0,"5' 6""",135 lbs.,"70""",Orthodox,"Jan 31, 1987",2013-02-16,True
Cub Swanson,29.0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",2013-02-16,False
Jimi Manuwa,32.0,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",2013-02-16,False
Gunnar Nelson,24.0,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",2013-02-16,False
James Te Huna,31.0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",2013-02-16,False
Renee Forte,25.0,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987",2013-02-16,False
Danny Castillo,33.0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",2013-02-16,False
Andy Ogle,24.0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2013-02-16,False
Tom Watson,30.0,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",2013-02-16,False
Vaughan Lee,30.0,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",2013-02-16,False
Phil Harris,29.0,"5' 4""",125 lbs.,"64""",Orthodox,"Sep 04, 1983",2013-02-16,False
Jose Aldo,26.0,"5' 7""",145 lbs.,"70""",Orthodox,"Sep 09, 1986",2013-02-02,True
Rogerio Nogueira,36.0,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2013-02-02,False
Antonio Silva,33.0,"6' 4""",264 lbs.,"80""",Orthodox,"Sep 14, 1979",2013-02-02,False
Demian Maia,35.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2013-02-02,False
Joseph Benavidez,28.0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",2013-02-02,False
Evan Dunham,31.0,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",2013-02-02,False
Francisco Rivera,31.0,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 08, 1981",2013-02-02,False
Demetrious Johnson,26.0,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",2013-01-26,True
Glover Teixeira,33.0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",2013-01-26,False
Anthony Pettis,25.0,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 27, 1987",2013-01-26,False
Ricardo Lamas,30.0,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",2013-01-26,False
TJ Grant,28.0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",2013-01-26,False
Clay Guida,31.0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2013-01-26,False
Pascal Krauss,25.0,"6' 1""",170 lbs.,"72""",Orthodox,"Apr 19, 1987",2013-01-26,False
Ryan Bader,29.0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2013-01-26,False
Shawn Jordan,28.0,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984",2013-01-26,False
David Mitchell,33.0,"6' 0""",170 lbs.,"76""",Orthodox,"Oct 24, 1979",2013-01-26,False
Vitor Belfort,35.0,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",2013-01-19,False
Gabriel Gonzaga,33.0,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2013-01-19,False
Khabib Nurmagomedov,24.0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",2013-01-19,False
Godofredo Pepey,25.0,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987",2013-01-19,False
Ronny Markes,24.0,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",2013-01-19,False
Nik Lentz,28.0,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",2013-01-19,False
Francisco Trinaldo,34.0,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",2013-01-19,False
Cain Velasquez,30.0,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",2012-12-29,True
Jim Miller,29.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2012-12-29,False
Costas Philippou,33.0,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",2012-12-29,False
Yushin Okami,31.0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2012-12-29,False
Eddie Wineland,28.0,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",2012-12-29,False
Erik Perez,23.0,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989",2012-12-29,False
Jamie Varner,28.0,"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984",2012-12-29,False
Myles Jury,24.0,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988",2012-12-29,False
Todd Duffee,27.0,"6' 3""",260 lbs.,"79""",Orthodox,"Dec 06, 1985",2012-12-29,False
Max Holloway,21.0,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991",2012-12-29,False
John Moraga,28.0,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",2012-12-29,False
Roy Nelson,36.0,"6' 0""",263 lbs.,"72""",Orthodox,"Jun 20, 1976",2012-12-15,False
Pat Barry,33.0,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2012-12-15,False
Dustin Poirier,23.0,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",2012-12-15,False
Mike Pyle,37.0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",2012-12-15,False
Johnny Bedford,29.0,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",2012-12-15,False
TJ Waldburger,24.0,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",2012-12-15,False
Hugo Viana,30.0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",2012-12-15,False
Tim Elliott,25.0,"5' 7""",135 lbs.,"66""",Southpaw,"Dec 24, 1986",2012-12-15,False
Ross Pearson,28.0,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",2012-12-14,False
Hector Lombard,34.0,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",2012-12-14,False
Mike Pierce,32.0,"5' 8""",170 lbs.,"70""",Orthodox,"Sep 01, 1980",2012-12-14,False
Benson Henderson,29.0,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",2012-12-08,True
Alexander Gustafsson,25.0,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",2012-12-08,False
Rory MacDonald,23.0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",2012-12-08,False
Matt Brown,31.0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",2012-12-08,False
Yves Edwards,36.0,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2012-12-08,False
Raphael Assuncao,30.0,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",2012-12-08,False
Ramsey Nijem,24.0,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",2012-12-08,False
Daron Cruickshank,27.0,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985",2012-12-08,False
Dennis Siver,33.0,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",2012-12-08,False
Scott Jorgensen,30.0,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982",2012-12-08,False
Georges St-Pierre,31.0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",2012-11-17,True
Johny Hendricks,29.0,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",2012-11-17,False
Francis Carmont,31.0,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",2012-11-17,False
Rafael Dos Anjos,28.0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",2012-11-17,False
Pablo Garza,29.0,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983",2012-11-17,False
Patrick Cote,32.0,"5' 11""",170 lbs.,"71""",Orthodox,"Feb 29, 1980",2012-11-17,False
Cyrille Diabate,39.0,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973",2012-11-17,False
John Makdessi,27.0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",2012-11-17,False
Antonio Carvalho,33.0,"5' 9""",145 lbs.,"68""",Orthodox,"May 30, 1979",2012-11-17,False
Matthew Riddle,26.0,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986",2012-11-17,False
Darren Elkins,28.0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",2012-11-17,False
Cung Le,40.0,"5' 9""",185 lbs.,"69""",Southpaw,"May 25, 1972",2012-11-10,False
Dong Hyun Kim,30.0,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2012-11-10,False
Takanori Gomi,34.0,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",2012-11-10,False
Takeya Mizugaki,28.0,"5' 7""",135 lbs.,"68""",Orthodox,"Dec 16, 1983",2012-11-10,False
John Lineker,22.0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",2012-11-10,False
Riki Fukuda,31.0,"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981",2012-11-10,False
Anderson Silva,37.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2012-10-13,False
Minotauro Nogueira,36.0,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",2012-10-13,False
Glover Teixeira,32.0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",2012-10-13,False
Jon Fitch,34.0,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978",2012-10-13,False
Phil Davis,28.0,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2012-10-13,False
Demian Maia,34.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2012-10-13,False
Rony Jason,28.0,"5' 7""",145 lbs.,"70""",Orthodox,"Mar 21, 1984",2012-10-13,False
Gleison Tibau,29.0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",2012-10-13,False
Diego Brandao,25.0,"5' 7""",145 lbs.,"68""",Orthodox,"May 27, 1987",2012-10-13,False
Chris Camozzi,25.0,"6' 2""",185 lbs.,"76""",Orthodox,"Nov 20, 1986",2012-10-13,False
Cristiano Marcello,34.0,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",2012-10-13,False
Antonio Silva,33.0,"6' 4""",264 lbs.,"80""",Orthodox,"Sep 14, 1979",2012-10-05,False
Jake Ellenberger,27.0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2012-10-05,False
Justin Edwards,29.0,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2012-10-05,False
Michael Johnson,26.0,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986",2012-10-05,False
Mike Pierce,32.0,"5' 8""",170 lbs.,"70""",Orthodox,"Sep 01, 1980",2012-10-05,False
Marcus LeVesseur,30.0,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",2012-10-05,False
Jacob Volkmann,32.0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",2012-10-05,False
Diego Nunes,29.0,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",2012-10-05,False
Stefan Struve,24.0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",2012-09-29,False
Dan Hardy,30.0,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2012-09-29,False
Brad Pickett,34.0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978",2012-09-29,False
Matt Wiman,29.0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",2012-09-29,False
John Hathaway,25.0,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",2012-09-29,False
Che Mills,30.0,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",2012-09-29,False
Robert Peralta,26.0,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",2012-09-29,False
Jon Jones,25.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2012-09-22,True
Demetrious Johnson,26.0,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",2012-09-22,True
Michael Bisping,33.0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",2012-09-22,False
Cub Swanson,28.0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",2012-09-22,False
Vinny Magalhaes,28.0,"6' 3""",205 lbs.,"79""",Orthodox,"Jul 02, 1984",2012-09-22,False
TJ Grant,28.0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",2012-09-22,False
Sean Pierson,36.0,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976",2012-09-22,False
Marcus Brimage,27.0,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",2012-09-22,False
Seth Baczynski,30.0,"6' 3""",170 lbs.,"74""",Orthodox,"Oct 26, 1981",2012-09-22,False
Mitch Gagnon,27.0,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984",2012-09-22,False
Kyle Noke,32.0,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",2012-09-22,False
Benson Henderson,28.0,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",2012-08-11,True
Donald Cerrone,29.0,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",2012-08-11,False
Yushin Okami,31.0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2012-08-11,False
Max Holloway,20.0,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991",2012-08-11,False
Dennis Bermudez,25.0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",2012-08-11,False
Michael Kuiper,23.0,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",2012-08-11,False
Erik Perez,22.0,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989",2012-08-11,False
Nik Lentz,27.0,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",2012-08-11,False
Mauricio Rua,30.0,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",2012-08-04,False
Lyoto Machida,34.0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2012-08-04,False
Joe Lauzon,28.0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2012-08-04,False
Mike Swick,33.0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2012-08-04,False
Nam Phan,29.0,"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983",2012-08-04,False
Rani Yahya,27.0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",2012-08-04,False
Philip De Fries,26.0,"6' 5""",250 lbs.,"82""",Orthodox,"Apr 21, 1986",2012-08-04,False
Manvel Gamburyan,31.0,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",2012-08-04,False
Renan Barao,25.0,"5' 6""",135 lbs.,"70""",Orthodox,"Jan 31, 1987",2012-07-21,True
Cheick Kongo,37.0,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",2012-07-21,False
James Head,28.0,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",2012-07-21,False
Nick Ring,33.0,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 10, 1979",2012-07-21,False
Antonio Carvalho,33.0,"5' 9""",145 lbs.,"68""",Orthodox,"May 30, 1979",2012-07-21,False
Anton Kuivanen,28.0,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984",2012-07-21,False
Chris Weidman,28.0,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",2012-07-11,False
James Te Huna,30.0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",2012-07-11,False
Aaron Simpson,37.0,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",2012-07-11,False
Francis Carmont,30.0,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",2012-07-11,False
TJ Dillashaw,26.0,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 07, 1986",2012-07-11,False
Rafael Dos Anjos,27.0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",2012-07-11,False
Alex Caceres,24.0,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",2012-07-11,False
Chris Cariaso,31.0,"5' 3""",125 lbs.,"63""",Southpaw,"May 27, 1981",2012-07-11,False
Andrew Craig,26.0,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",2012-07-11,False
Raphael Assuncao,29.0,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",2012-07-11,False
Anderson Silva,37.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2012-07-07,True
Forrest Griffin,33.0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",2012-07-07,False
Cung Le,40.0,"5' 9""",185 lbs.,"69""",Southpaw,"May 25, 1972",2012-07-07,False
Demian Maia,34.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2012-07-07,False
Chad Mendes,27.0,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",2012-07-07,False
Mike Easton,28.0,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",2012-07-07,False
Melvin Guillard,29.0,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983",2012-07-07,False
Khabib Nurmagomedov,23.0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",2012-07-07,False
Costas Philippou,32.0,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",2012-07-07,False
Shane Roller,32.0,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 14, 1979",2012-07-07,False
Rafaello Oliveira,30.0,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",2012-07-07,False
Rich Franklin,37.0,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 05, 1974",2012-06-23,False
Fabricio Werdum,34.0,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",2012-06-23,False
Gray Maynard,33.0,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",2012-06-22,False
Sam Stout,28.0,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",2012-06-22,False
Brian Ebersole,31.0,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2012-06-22,False
Cub Swanson,28.0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",2012-06-22,False
Ricardo Lamas,30.0,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",2012-06-22,False
Chris Camozzi,25.0,"6' 2""",185 lbs.,"76""",Orthodox,"Nov 20, 1986",2012-06-22,False
Matt Brown,31.0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",2012-06-22,False
Dan Miller,30.0,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",2012-06-22,False
Ken Stone,29.0,"5' 8""",135 lbs.,"71""",,"Oct 08, 1982",2012-06-22,False
Demetrious Johnson,25.0,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",2012-06-08,False
Erick Silva,27.0,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2012-06-08,False
Mike Pyle,36.0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",2012-06-08,False
Eddie Wineland,27.0,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",2012-06-08,False
Mike Pierce,31.0,"5' 8""",170 lbs.,"70""",Orthodox,"Sep 01, 1980",2012-06-08,False
Seth Baczynski,30.0,"6' 3""",170 lbs.,"74""",Orthodox,"Oct 26, 1981",2012-06-08,False
Matt Grice,30.0,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",2012-06-08,False
Dustin Pague,24.0,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987",2012-06-08,False
Tim Means,28.0,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",2012-06-08,False
Henry Martinez,28.0,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983",2012-06-08,False
Sean Pierson,36.0,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976",2012-06-08,False
Martin Kampmann,30.0,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982",2012-06-01,False
Charles Oliveira,22.0,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",2012-06-01,False
Max Holloway,20.0,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991",2012-06-01,False
Junior Dos Santos,28.0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",2012-05-26,True
Roy Nelson,35.0,"6' 0""",263 lbs.,"72""",Orthodox,"Jun 20, 1976",2012-05-26,False
Stefan Struve,24.0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",2012-05-26,False
Darren Elkins,28.0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",2012-05-26,False
Jamie Varner,27.0,"5' 8""",155 lbs.,"72""",Orthodox,"Oct 12, 1984",2012-05-26,False
CB Dollaway,28.0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",2012-05-26,False
Dan Hardy,30.0,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2012-05-26,False
Paul Sass,23.0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",2012-05-26,False
Mike Brown,36.0,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975",2012-05-26,False
Chan Sung Jung,25.0,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",2012-05-15,False
Amir Sadollah,31.0,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 27, 1980",2012-05-15,False
Donald Cerrone,29.0,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",2012-05-15,False
Yves Jabouin,32.0,"5' 7""",135 lbs.,"68""",Orthodox,"May 30, 1979",2012-05-15,False
Igor Pokrajac,33.0,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979",2012-05-15,False
Tom Lawlor,29.0,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2012-05-15,False
Brad Tavares,24.0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",2012-05-15,False
TJ Grant,28.0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",2012-05-15,False
Rafael Dos Anjos,27.0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",2012-05-15,False
Johnny Eduardo,33.0,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2012-05-15,False
Francisco Rivera,30.0,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 08, 1981",2012-05-15,False
Nate Diaz,27.0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",2012-05-05,False
Johny Hendricks,28.0,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",2012-05-05,False
Alan Belcher,28.0,"6' 2""",185 lbs.,"73""",Orthodox,"Apr 24, 1984",2012-05-05,False
Lavar Johnson,34.0,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977",2012-05-05,False
Michael Johnson,25.0,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986",2012-05-05,False
John Hathaway,24.0,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",2012-05-05,False
Danny Castillo,32.0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",2012-05-05,False
Dennis Bermudez,25.0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",2012-05-05,False
Roland Delorme,28.0,"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983",2012-05-05,False
Karlos Vemola,26.0,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",2012-05-05,False
Jon Jones,24.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2012-04-21,True
